page_nos,article_title,article_link,article_hint,article_tags 
52,NCR Corporation Interview Experience for SDE (Off-Campus),https://www.geeksforgeeks.org/ncr-corporation-interview-experience-for-sde-off-campus-2/,Round 1(Written Test and Coding): This round was conducted by Hacker Earth on 2nd Oct. 2020 for 150 minutes. It consists of 33 multiple choices… ,"Marketing, NCR Corporation, Off-Campus, Interview Experiences"
52,Oracle ERP Consultant Interview Experience,https://www.geeksforgeeks.org/oracle-erp-consultant-interview-experience/,"As an undergraduate, the first company which I interviewed for was Oracle during my college placements. I cleared up to the HR round and then… ","Marketing, Oracle, Interview Experiences"
52,ZS Associates Interview Experience,https://www.geeksforgeeks.org/zs-associates-interview-experience/,"After Clearing ZS Campus Beats Exam if you are selected in the top 150 Teams You get a call for the second round, second round… ","Marketing, ZS Associates, Interview Experiences"
52,L&T- NxT Interview Experience for Graduate Engineer Trainee | On-Campus 2021,https://www.geeksforgeeks.org/lt-nxt-interview-experience-for-graduate-engineer-trainee-on-campus-2021/,L&T-Nxt is a subsidiary company of Larson and Tubro Group. It mainly works in the field of AI and IoT. Sit tight as my Interview… ,"L & T Infotech, Marketing, On-Campus, Interview Experiences"
52,Cisco Interview Experience for Software Engineer Intern | Summer 2021,https://www.geeksforgeeks.org/cisco-interview-experience-for-software-engineer-intern-summer-2021/,We were approached by the university recruiting team for the “Women in Technology” program of CISCO which intended to provide a summer internship of 2… ,"Cisco, Marketing, Internship, Interview Experiences"
52,Class 12 NCERT Solutions- Mathematics Part I – Chapter 3 Matrices – Miscellaneous Exercise on Chapter 3,https://www.geeksforgeeks.org/class-12-ncert-solutions-mathematics-part-i-chapter-3-matrices-miscellaneous-exercise-on-chapter-3/,"Question 1: Let , show that (aI + bA)n = an I + nan – 1 bA, where I is the identity matrix of order 2… ","NCERT Solutions Class-12, Picked, Class 12, NCERT, School Learning, School Mathematics"
52,Class 11 NCERT Solutions- Chapter 13 Limits And Derivatives – Miscellaneous Exercise on Chapter 13 | Set 2,https://www.geeksforgeeks.org/class-11-ncert-solutions-chapter-13-limits-and-derivatives-miscellaneous-exercise-on-chapter-13-set-2/,"Find the derivative of the following functions (it is to be understood that a, b, c, d, p, q, r and s are fixed non-zero… ","NCERT Solutions Class-11, Class 11, NCERT, School Learning, School Mathematics"
52,Class 9 RD Sharma Solutions – Chapter 13 Linear Equation in Two Variable – Exercise 13.3 | Set 2,https://www.geeksforgeeks.org/class-9-rd-sharma-solutions-chapter-13-linear-equation-in-two-variable-exercise-13-3-set-2/,"Question 11: Draw the graph of the equation 2x + 3y = 12. From the graph, find the coordinates of the point: (i) whose y-coordinates… ","RD Sharma Class-9, Class 9, RD Sharma Solutions, School Learning, School Mathematics"
52,Class 11 NCERT Solutions- Chapter 13 Limits And Derivatives – Miscellaneous Exercise on Chapter 13 | Set 1,https://www.geeksforgeeks.org/class-11-ncert-solutions-chapter-13-limits-and-derivatives-miscellaneous-exercise-on-chapter-13-set-1/,"Question 1: Find the derivative of the following functions from first principle: (i) -x Solution: f(x) = -x f(x+h) = -(x+h) From the first principle,… ","NCERT Solutions Class-11, Picked, Class 11, NCERT, School Learning, School Mathematics"
52,How to Compare Time in MS SQL Server?,https://www.geeksforgeeks.org/how-to-compare-time-in-ms-sql-server/,"Here, we are going to see how to Compare Time in SQL Server. In this article, we will be making use of the Microsoft SQL… ","Picked, SQL-Query, SQL"
52,InfyTQ Certification Exam Qualifier Experience | Batch 2022,https://www.geeksforgeeks.org/infytq-certification-exam-qualifier-experience-batch-2022/,Placement Season is here. I was in my 6th semester when the news Infosys off-campus hiring exam broke. Although INFYTQ is a certification exam Infosys… ,"Infosys, Infosys-InfyTQ, Infosys-interview-experience, Marketing, Interview Experiences"
52,Ciena Interview Experience for C++ Developer,https://www.geeksforgeeks.org/ciena-interview-experience-for-c-developer/,I was interviewed at Ciena Gurgaon. I have 3+ years of experience. Round 1(1 hr): Implement your own smart pointer class Copy Constructor Assignment operator… ,"Ciena, Marketing, Experienced, Interview Experiences"
52,How to Filter Rows Without Null in a Column in SQL?,https://www.geeksforgeeks.org/how-to-filter-rows-without-null-in-a-column-in-sql/,"Here we will see, how to filter rows without null in a column of an MS SQL Server’s database table with the help of a… ","Picked, SQL-Query, SQL"
53,Shell Script to Convert a File Content to Lower Case or Upper Case,https://www.geeksforgeeks.org/shell-script-to-convert-a-file-content-to-lower-case-or-upper-case/,Here we are going to see how to convert a file to lower case or upper sase as specified by the user. We are going… ,"Picked, Shell Script, Linux-Unix"
53,"Shell Script to List Files that have Read, Write and Execute Permissions",https://www.geeksforgeeks.org/shell-script-to-list-files-that-have-read-write-and-execute-permissions/,"In this article, We will learn how to list all files in the current directory that have Red, Write and Execute permission. Suppose, we have… ","Picked, Shell Script, Linux-Unix"
53,How to Find Recently Modified Files in Linux?,https://www.geeksforgeeks.org/how-to-find-recently-modified-files-in-linux/,Here we are going to see how to find recent or today’s modified files in Linux. Locating files with a particular name is one of… ,"Picked, How To, Linux-Unix"
53,Setting Up Sublime Text For Competitive Coding in C++14 on Ubuntu,https://www.geeksforgeeks.org/setting-up-sublime-text-for-competitive-coding-in-cpp14-on-ubuntu/,"Started with coding learned the c++ language and basic ds&algo and want to more dive into it. Well, competitive coding is exactly what you need… ","C++, Competitive Programming, How To, Linux-Unix"
53,Shell Script to Demonstrate Special Parameters With Example,https://www.geeksforgeeks.org/shell-script-to-demonstrate-special-parameters-with-example/,"Here, we are going to see what are the special Parameters of the shell script. Before that first, let’s understand what is parameters in the… ","Picked, Shell Script, Linux-Unix"
53,7 Ways to Check CPU Clock Speed in Linux,https://www.geeksforgeeks.org/7-ways-to-check-cpu-clock-speed-in-linux/,"In general, a higher clock speed means a faster CPU. However, many other factors come into play. Your CPU processes many instructions (low-level calculations like… ","Picked, Linux-Unix"
53,Shell Script to Demonstrate Wait Command in Linux,https://www.geeksforgeeks.org/shell-script-to-demonstrate-wait-command-in-linux/,"Wait command is one of the process management commands. There are different process commands in Linux mainly 5 commands are widely used which are ps,… ","Picked, Shell Script, How To, Linux-Unix"
53,Shell Script to Check Disk Space Usage,https://www.geeksforgeeks.org/shell-script-to-check-disk-space-usage/,Disk usage is a report generated by the Linux system about different disks available or created on the secondary memory. These disks are also known… ,"Picked, Shell Script, Linux-Unix"
53,Amazon Web Services – Using Single SSH Key For all AWS Regions,https://www.geeksforgeeks.org/amazon-web-services-using-single-ssh-key-for-all-aws-regions/,Secure Shell also known as SSH is a cryptographic network protocol that helps secure network services over an unsecured network.  It securely helps users to… ,"Cloud-Computing, Amazon Web Services"
53,Amazon Web Services – Generating Log Bundle for EKS Instance,https://www.geeksforgeeks.org/amazon-web-services-generating-log-bundle-for-eks-instance/,"Amazon SageMaker is used by data scientists and developers to easily and quickly prepare, build, train, and deploy high-quality machine learning (ML) models by bringing… ","AWS, Cloud-Computing, Amazon Web Services"
53,Class 9 RD Sharma Solutions – Chapter 13 Linear Equation in Two Variable- Exercise 13.3 | Set 1,https://www.geeksforgeeks.org/class-9-rd-sharma-solutions-chapter-13-linear-equation-in-two-variable-exercise-13-3-set-1/,Question 1: Draw the graph of each of the following linear equations in two variables: (i) x + y = 4  (ii) x – y… ,"Picked, RD Sharma Class-9, Class 9, RD Sharma Solutions, School Learning, School Mathematics"
53,PwnXSS – Automated XSS Vulnerability Scanner Tool in Kali Linux,https://www.geeksforgeeks.org/pwnxss-automated-xss-vulnerability-scanner-tool-in-kali-linux/,PwnXSS is a free and open-source tool available on Github. This tool is specially designed to find cross-site scripting. This tool is written in python.… ,"Cyber-security, Kali-Linux, Linux-Tools, Linux-Unix"
53,Sherlock – Hunt Username on Social Media Kali Linux Tool,https://www.geeksforgeeks.org/sherlock-hunt-username-on-social-media-kali-linux-tool/,Sherlock is a free and open-source tool available on GitHub. This tool is free you can download it from Github and can use it for… ,"Cyber-security, Kali-Linux, Linux-Tools, Linux-Unix"
53,DarkSide – Information Gathering & Social Engineering Tool in Kali Linux,https://www.geeksforgeeks.org/darkside-information-gathering-social-engineering-tool-in-kali-linux/,DarkSide is a free and open-source tool available on GitHub. This tool is free means you can download and use this tool free of cost.… ,"Cyber-security, Kali-Linux, Linux-Tools, Linux-Unix"
53,SpiderFoot – A Automate OSINT Framework in Kali Linux,https://www.geeksforgeeks.org/spiderfoot-a-automate-osint-framework-in-kali-linux/,Spiderfoot is a free and open-source tool available on Github. This tool is a framework written in the python programming language. You must have python… ,"Cyber-security, Kali-Linux, Linux-Tools, Linux-Unix"
54,CloudFail – Unmask/Bypass CloudFlare Security in Kali Linux,https://www.geeksforgeeks.org/cloudfail-unmask-bypass-cloudflare-security-in-kali-linux/,CloudFail is a free and open-source tool available on GitHub. CloudFail is a tactical reconnaissance tool. There are some websites that are protected by Cloudflare… ,"Cyber-security, Kali-Linux, Linux-Tools, Linux-Unix"
54,Yuki Chan – Automated Penetration Testing and Auditing Tool in Kali Linux,https://www.geeksforgeeks.org/yuki-chan-automated-penetration-testing-and-auditing-tool-in-kali-linux/,Yuki Chan is a free and open-source tool available on GitHub. Yuki Chan is an Automated Penetration Testing tool. This tool is very useful for… ,"Cyber-security, Kali-Linux, Linux-Tools, Linux-Unix"
54,ATSCAN – Advance Web Application Scanner in Kali Linux,https://www.geeksforgeeks.org/atscan-advance-web-application-scanner-in-kali-linux/,ATSCAN stands for Advance Web Application Scanner. ATSCAN is a free and open-source tool available on GitHub. ATSCAN is a vulnerability scanner tool. This tool… ,"Cyber-security, Kali-Linux, Linux-Tools, Linux-Unix"
54,Osi.Ig – Information Gathering Instagram Tool in Kali Linux,https://www.geeksforgeeks.org/osi-ig-information-gathering-instagram-tool-in-kali-linux/,Osi.Ig stands for Open Source Intelligence. Osi is a free and open-source tool used to perform reconnaissance on Instagram account/profiles. This is a free and… ,"Cyber-security, Kali-Linux, Linux-Tools, Linux-Unix"
54,Gitrecon – OSINT Tool For Github in Kali Linux,https://www.geeksforgeeks.org/gitrecon-osint-tool-for-github-in-kali-linux/,Gitrecon is a GitHub information gathering tool. Gitrecon is a free and Open source tool available on GitHub. Gitrecon is a reconnaissance tool used for… ,"Cyber-security, Kali-Linux, Linux-Tools, Linux-Unix"
54,Flutter – Using the Inspector,https://www.geeksforgeeks.org/flutter-using-the-inspector/,"Flutter is based on Widgets and Widget Trees. If you are new to Flutter, imagine Widgets as structures of Data or Classes of Data. And… ","android, Flutter, Picked, Android, Dart, Flutter"
